fiscal_year,fiscal_year_start,triage_level,ctas_urgency_score,visit_disposition,main_problem,admission_status,ed_visits,median_los_minutes,median_los_hours,admission_flag
2021-2022,2021,CTAS I - Resuscitation,1,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS I - Resuscitation,1,Unknown,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS I - Resuscitation,1,Unknown,Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS I - Resuscitation,1,Unknown,Trauma,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS I - Resuscitation,1,Unknown,Unintentional Falls,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS II - Emergent,2,Admitted,Acute Myocardial Infarction,Admitted,13347,528,8.8,1
2021-2022,2021,CTAS II - Emergent,2,Admitted,Any,Admitted,599648,756,12.6,1
2021-2022,2021,CTAS II - Emergent,2,Admitted,Asthma,Admitted,2250,564,9.4,1
2021-2022,2021,CTAS II - Emergent,2,Admitted,Influenzal Pneumonia,Admitted,0,1506,25.1,1
2021-2022,2021,CTAS II - Emergent,2,Admitted,Motor Vehicle Collisions,Admitted,4363,462,7.7,1
2021-2022,2021,CTAS II - Emergent,2,Admitted,Pneumonia,Admitted,11251,768,12.8,1
2021-2022,2021,CTAS II - Emergent,2,Admitted,Trauma,Admitted,29489,588,9.8,1
2021-2022,2021,CTAS II - Emergent,2,Admitted,Unintentional Falls,Admitted,17236,660,11.0,1
2021-2022,2021,CTAS II - Emergent,2,Death,Acute Myocardial Infarction,Not Admitted,88,180,3.0,0
2021-2022,2021,CTAS II - Emergent,2,Death,Any,Not Admitted,2648,330,5.5,0
2021-2022,2021,CTAS II - Emergent,2,Death,Asthma,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS II - Emergent,2,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS II - Emergent,2,Death,Motor Vehicle Collisions,Not Admitted,0,126,2.1,0
2021-2022,2021,CTAS II - Emergent,2,Death,Pneumonia,Not Admitted,36,357,5.95,0
2021-2022,2021,CTAS II - Emergent,2,Death,Trauma,Not Admitted,49,288,4.8,0
2021-2022,2021,CTAS II - Emergent,2,Death,Unintentional Falls,Not Admitted,30,324,5.4,0
2021-2022,2021,CTAS II - Emergent,2,Discharged Home,Acute Myocardial Infarction,Not Admitted,463,288,4.8,0
2021-2022,2021,CTAS II - Emergent,2,Discharged Home,Any,Not Admitted,1733078,252,4.2,0
2021-2022,2021,CTAS II - Emergent,2,Discharged Home,Asthma,Not Admitted,9616,240,4.0,0
2021-2022,2021,CTAS II - Emergent,2,Discharged Home,Influenzal Pneumonia,Not Admitted,7,204,3.4,0
2021-2022,2021,CTAS II - Emergent,2,Discharged Home,Motor Vehicle Collisions,Not Admitted,28661,210,3.5,0
2021-2022,2021,CTAS II - Emergent,2,Discharged Home,Pneumonia,Not Admitted,9007,264,4.4,0
2021-2022,2021,CTAS II - Emergent,2,Discharged Home,Trauma,Not Admitted,182660,186,3.1,0
2021-2022,2021,CTAS II - Emergent,2,Discharged Home,Unintentional Falls,Not Admitted,63926,210,3.5,0
2021-2022,2021,CTAS II - Emergent,2,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,146,66,1.1,0
2021-2022,2021,CTAS II - Emergent,2,Intra-Facility Transfer,Any,Not Admitted,12734,240,4.0,0
2021-2022,2021,CTAS II - Emergent,2,Intra-Facility Transfer,Asthma,Not Admitted,27,216,3.6,0
2021-2022,2021,CTAS II - Emergent,2,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS II - Emergent,2,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,85,288,4.8,0
2021-2022,2021,CTAS II - Emergent,2,Intra-Facility Transfer,Pneumonia,Not Admitted,13,336,5.6,0
2021-2022,2021,CTAS II - Emergent,2,Intra-Facility Transfer,Trauma,Not Admitted,1319,204,3.4,0
2021-2022,2021,CTAS II - Emergent,2,Intra-Facility Transfer,Unintentional Falls,Not Admitted,230,270,4.5,0
2021-2022,2021,CTAS II - Emergent,2,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,104,315,5.25,0
2021-2022,2021,CTAS II - Emergent,2,Not Seen Or Left,Any,Not Admitted,88514,180,3.0,0
2021-2022,2021,CTAS II - Emergent,2,Not Seen Or Left,Asthma,Not Admitted,122,222,3.7,0
2021-2022,2021,CTAS II - Emergent,2,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS II - Emergent,2,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,926,162,2.7,0
2021-2022,2021,CTAS II - Emergent,2,Not Seen Or Left,Pneumonia,Not Admitted,106,276,4.6,0
2021-2022,2021,CTAS II - Emergent,2,Not Seen Or Left,Trauma,Not Admitted,6290,156,2.6,0
2021-2022,2021,CTAS II - Emergent,2,Not Seen Or Left,Unintentional Falls,Not Admitted,1728,180,3.0,0
2021-2022,2021,CTAS II - Emergent,2,Total,Acute Myocardial Infarction,Not Admitted,18635,402,6.7,0
2021-2022,2021,CTAS II - Emergent,2,Total,Any,Not Admitted,2551278,306,5.1,0
2021-2022,2021,CTAS II - Emergent,2,Total,Asthma,Not Admitted,12332,264,4.4,0
2021-2022,2021,CTAS II - Emergent,2,Total,Influenzal Pneumonia,Not Admitted,7,300,5.0,0
2021-2022,2021,CTAS II - Emergent,2,Total,Motor Vehicle Collisions,Not Admitted,36474,228,3.8,0
2021-2022,2021,CTAS II - Emergent,2,Total,Pneumonia,Not Admitted,21563,432,7.2,0
2021-2022,2021,CTAS II - Emergent,2,Total,Trauma,Not Admitted,234454,210,3.5,0
2021-2022,2021,CTAS II - Emergent,2,Total,Unintentional Falls,Not Admitted,90297,252,4.2,0
2021-2022,2021,CTAS II - Emergent,2,Transferred,Acute Myocardial Infarction,Not Admitted,4487,138,2.3,0
2021-2022,2021,CTAS II - Emergent,2,Transferred,Any,Not Admitted,114656,336,5.6,0
2021-2022,2021,CTAS II - Emergent,2,Transferred,Asthma,Not Admitted,317,348,5.8,0
2021-2022,2021,CTAS II - Emergent,2,Transferred,Influenzal Pneumonia,Not Admitted,0,462,7.7,0
2021-2022,2021,CTAS II - Emergent,2,Transferred,Motor Vehicle Collisions,Not Admitted,2439,228,3.8,0
2021-2022,2021,CTAS II - Emergent,2,Transferred,Pneumonia,Not Admitted,1150,384,6.4,0
2021-2022,2021,CTAS II - Emergent,2,Transferred,Trauma,Not Admitted,14647,276,4.6,0
2021-2022,2021,CTAS II - Emergent,2,Transferred,Unintentional Falls,Not Admitted,7147,330,5.5,0
2021-2022,2021,CTAS II - Emergent,2,Unknown,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS II - Emergent,2,Unknown,Any,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS II - Emergent,2,Unknown,Asthma,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS II - Emergent,2,Unknown,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS II - Emergent,2,Unknown,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS II - Emergent,2,Unknown,Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS II - Emergent,2,Unknown,Trauma,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS II - Emergent,2,Unknown,Unintentional Falls,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS III - Urgent,3,Admitted,Acute Myocardial Infarction,Admitted,3592,666,11.1,1
2021-2022,2021,Less urgent,3,Admitted,Acute Myocardial Infarction,Admitted,311,582,9.7,1
2021-2022,2021,Non-urgent,3,Admitted,Acute Myocardial Infarction,Admitted,39,516,8.6,1
2021-2022,2021,Unknown,3,Admitted,Acute Myocardial Infarction,Admitted,68,240,4.0,1
2021-2022,2021,CTAS III - Urgent,3,Admitted,Any,Admitted,739250,852,14.2,1
2021-2022,2021,Less urgent,3,Admitted,Any,Admitted,126631,930,15.5,1
2021-2022,2021,Non-urgent,3,Admitted,Any,Admitted,25711,570,9.5,1
2021-2022,2021,Unknown,3,Admitted,Any,Admitted,4637,276,4.6,1
2021-2022,2021,CTAS III - Urgent,3,Admitted,Asthma,Admitted,882,660,11.0,1
2021-2022,2021,Less urgent,3,Admitted,Asthma,Admitted,27,354,5.9,1
2021-2022,2021,Non-urgent,3,Admitted,Asthma,Admitted,7,450,7.5,1
2021-2022,2021,Unknown,3,Admitted,Asthma,Admitted,15,246,4.1,1
2021-2022,2021,CTAS III - Urgent,3,Admitted,Influenzal Pneumonia,Admitted,9,768,12.8,1
2021-2022,2021,Less urgent,3,Admitted,Influenzal Pneumonia,Admitted,0,0,0.0,1
2021-2022,2021,Non-urgent,3,Admitted,Influenzal Pneumonia,Admitted,0,0,0.0,1
2021-2022,2021,Unknown,3,Admitted,Influenzal Pneumonia,Admitted,0,132,2.2,1
2021-2022,2021,CTAS III - Urgent,3,Admitted,Motor Vehicle Collisions,Admitted,2394,480,8.0,1
2021-2022,2021,Less urgent,3,Admitted,Motor Vehicle Collisions,Admitted,277,420,7.0,1
2021-2022,2021,Non-urgent,3,Admitted,Motor Vehicle Collisions,Admitted,47,342,5.7,1
2021-2022,2021,Unknown,3,Admitted,Motor Vehicle Collisions,Admitted,46,198,3.3,1
2021-2022,2021,CTAS III - Urgent,3,Admitted,Pneumonia,Admitted,9424,792,13.2,1
2021-2022,2021,Less urgent,3,Admitted,Pneumonia,Admitted,599,558,9.3,1
2021-2022,2021,Non-urgent,3,Admitted,Pneumonia,Admitted,60,420,7.0,1
2021-2022,2021,Unknown,3,Admitted,Pneumonia,Admitted,120,210,3.5,1
2021-2022,2021,CTAS III - Urgent,3,Admitted,Trauma,Admitted,48227,618,10.3,1
2021-2022,2021,Less urgent,3,Admitted,Trauma,Admitted,5615,462,7.7,1
2021-2022,2021,Non-urgent,3,Admitted,Trauma,Admitted,822,378,6.3,1
2021-2022,2021,Unknown,3,Admitted,Trauma,Admitted,321,270,4.5,1
2021-2022,2021,CTAS III - Urgent,3,Admitted,Unintentional Falls,Admitted,37604,642,10.7,1
2021-2022,2021,Less urgent,3,Admitted,Unintentional Falls,Admitted,3820,480,8.0,1
2021-2022,2021,Non-urgent,3,Admitted,Unintentional Falls,Admitted,503,396,6.6,1
2021-2022,2021,Unknown,3,Admitted,Unintentional Falls,Admitted,190,306,5.1,1
2021-2022,2021,CTAS III - Urgent,3,Death,Acute Myocardial Infarction,Not Admitted,30,276,4.6,0
2021-2022,2021,Less urgent,3,Death,Acute Myocardial Infarction,Not Admitted,0,168,2.8,0
2021-2022,2021,Non-urgent,3,Death,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2021-2022,2021,Unknown,3,Death,Acute Myocardial Infarction,Not Admitted,9,42,0.7,0
2021-2022,2021,CTAS III - Urgent,3,Death,Any,Not Admitted,1426,564,9.4,0
2021-2022,2021,Less urgent,3,Death,Any,Not Admitted,320,795,13.25,0
2021-2022,2021,Non-urgent,3,Death,Any,Not Admitted,2894,66,1.1,0
2021-2022,2021,Unknown,3,Death,Any,Not Admitted,129,42,0.7,0
2021-2022,2021,CTAS III - Urgent,3,Death,Asthma,Not Admitted,0,0,0.0,0
2021-2022,2021,Less urgent,3,Death,Asthma,Not Admitted,0,0,0.0,0
2021-2022,2021,Non-urgent,3,Death,Asthma,Not Admitted,0,84,1.4,0
2021-2022,2021,Unknown,3,Death,Asthma,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS III - Urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,Less urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,Non-urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,Unknown,3,Death,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS III - Urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0
2021-2022,2021,Less urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,117,1.95,0
2021-2022,2021,Non-urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,0,0.0,0
2021-2022,2021,Unknown,3,Death,Motor Vehicle Collisions,Not Admitted,0,180,3.0,0
2021-2022,2021,CTAS III - Urgent,3,Death,Pneumonia,Not Admitted,14,426,7.1,0
2021-2022,2021,Less urgent,3,Death,Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,Non-urgent,3,Death,Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,Unknown,3,Death,Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS III - Urgent,3,Death,Trauma,Not Admitted,39,402,6.7,0
2021-2022,2021,Less urgent,3,Death,Trauma,Not Admitted,6,147,2.45,0
2021-2022,2021,Non-urgent,3,Death,Trauma,Not Admitted,0,90,1.5,0
2021-2022,2021,Unknown,3,Death,Trauma,Not Admitted,20,69,1.15,0
2021-2022,2021,CTAS III - Urgent,3,Death,Unintentional Falls,Not Admitted,30,462,7.7,0
2021-2022,2021,Less urgent,3,Death,Unintentional Falls,Not Admitted,0,357,5.95,0
2021-2022,2021,Non-urgent,3,Death,Unintentional Falls,Not Admitted,0,0,0.0,0
2021-2022,2021,Unknown,3,Death,Unintentional Falls,Not Admitted,0,96,1.6,0
2021-2022,2021,CTAS III - Urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,213,411,6.85,0
2021-2022,2021,Less urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,28,333,5.55,0
2021-2022,2021,Non-urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,19,90,1.5,0
2021-2022,2021,Unknown,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,7,342,5.7,0
2021-2022,2021,CTAS III - Urgent,3,Discharged Home,Any,Not Admitted,4861061,216,3.6,0
2021-2022,2021,Less urgent,3,Discharged Home,Any,Not Admitted,3290005,156,2.6,0
2021-2022,2021,Non-urgent,3,Discharged Home,Any,Not Admitted,1058246,108,1.8,0
2021-2022,2021,Unknown,3,Discharged Home,Any,Not Admitted,59159,78,1.3,0
2021-2022,2021,CTAS III - Urgent,3,Discharged Home,Asthma,Not Admitted,16927,192,3.2,0
2021-2022,2021,Less urgent,3,Discharged Home,Asthma,Not Admitted,6090,138,2.3,0
2021-2022,2021,Non-urgent,3,Discharged Home,Asthma,Not Admitted,1274,114,1.9,0
2021-2022,2021,Unknown,3,Discharged Home,Asthma,Not Admitted,203,96,1.6,0
2021-2022,2021,CTAS III - Urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,28,252,4.2,0
2021-2022,2021,Less urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,7,258,4.3,0
2021-2022,2021,Non-urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,0,84,1.4,0
2021-2022,2021,Unknown,3,Discharged Home,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS III - Urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,64405,168,2.8,0
2021-2022,2021,Less urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,29591,138,2.3,0
2021-2022,2021,Non-urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,4443,120,2.0,0
2021-2022,2021,Unknown,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,552,102,1.7,0
2021-2022,2021,CTAS III - Urgent,3,Discharged Home,Pneumonia,Not Admitted,20185,234,3.9,0
2021-2022,2021,Less urgent,3,Discharged Home,Pneumonia,Not Admitted,5707,174,2.9,0
2021-2022,2021,Non-urgent,3,Discharged Home,Pneumonia,Not Admitted,1195,150,2.5,0
2021-2022,2021,Unknown,3,Discharged Home,Pneumonia,Not Admitted,157,132,2.2,0
2021-2022,2021,CTAS III - Urgent,3,Discharged Home,Trauma,Not Admitted,731133,150,2.5,0
2021-2022,2021,Less urgent,3,Discharged Home,Trauma,Not Admitted,568538,126,2.1,0
2021-2022,2021,Non-urgent,3,Discharged Home,Trauma,Not Admitted,128699,108,1.8,0
2021-2022,2021,Unknown,3,Discharged Home,Trauma,Not Admitted,7366,84,1.4,0
2021-2022,2021,CTAS III - Urgent,3,Discharged Home,Unintentional Falls,Not Admitted,280679,174,2.9,0
2021-2022,2021,Less urgent,3,Discharged Home,Unintentional Falls,Not Admitted,169765,138,2.3,0
2021-2022,2021,Non-urgent,3,Discharged Home,Unintentional Falls,Not Admitted,26457,126,2.1,0
2021-2022,2021,Unknown,3,Discharged Home,Unintentional Falls,Not Admitted,2089,96,1.6,0
2021-2022,2021,CTAS III - Urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,8,255,4.25,0
2021-2022,2021,Less urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,66,1.1,0
2021-2022,2021,Non-urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0,0.0,0
2021-2022,2021,Unknown,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,12,0.2,0
2021-2022,2021,CTAS III - Urgent,3,Intra-Facility Transfer,Any,Not Admitted,17357,252,4.2,0
2021-2022,2021,Less urgent,3,Intra-Facility Transfer,Any,Not Admitted,6387,168,2.8,0
2021-2022,2021,Non-urgent,3,Intra-Facility Transfer,Any,Not Admitted,2013,66,1.1,0
2021-2022,2021,Unknown,3,Intra-Facility Transfer,Any,Not Admitted,363,18,0.3,0
2021-2022,2021,CTAS III - Urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,120,2.0,0
2021-2022,2021,Less urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,108,1.8,0
2021-2022,2021,Non-urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0,0.0,0
2021-2022,2021,Unknown,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS III - Urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,Less urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,Non-urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,Unknown,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS III - Urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,96,264,4.4,0
2021-2022,2021,Less urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,34,159,2.65,0
2021-2022,2021,Non-urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,15,132,2.2,0
2021-2022,2021,Unknown,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,0,48,0.8,0
2021-2022,2021,CTAS III - Urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,14,240,4.0,0
2021-2022,2021,Less urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,210,3.5,0
2021-2022,2021,Non-urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,Unknown,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS III - Urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,2292,240,4.0,0
2021-2022,2021,Less urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,754,186,3.1,0
2021-2022,2021,Non-urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,253,132,2.2,0
2021-2022,2021,Unknown,3,Intra-Facility Transfer,Trauma,Not Admitted,32,66,1.1,0
2021-2022,2021,CTAS III - Urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,597,288,4.8,0
2021-2022,2021,Less urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,179,204,3.4,0
2021-2022,2021,Non-urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,53,144,2.4,0
2021-2022,2021,Unknown,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,11,90,1.5,0
2021-2022,2021,CTAS III - Urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,46,360,6.0,0
2021-2022,2021,Less urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,6,276,4.6,0
2021-2022,2021,Non-urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,174,2.9,0
2021-2022,2021,Unknown,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,144,2.4,0
2021-2022,2021,CTAS III - Urgent,3,Not Seen Or Left,Any,Not Admitted,364660,180,3.0,0
2021-2022,2021,Less urgent,3,Not Seen Or Left,Any,Not Admitted,313979,180,3.0,0
2021-2022,2021,Non-urgent,3,Not Seen Or Left,Any,Not Admitted,143441,114,1.9,0
2021-2022,2021,Unknown,3,Not Seen Or Left,Any,Not Admitted,51694,24,0.4,0
2021-2022,2021,CTAS III - Urgent,3,Not Seen Or Left,Asthma,Not Admitted,252,186,3.1,0
2021-2022,2021,Less urgent,3,Not Seen Or Left,Asthma,Not Admitted,83,144,2.4,0
2021-2022,2021,Non-urgent,3,Not Seen Or Left,Asthma,Not Admitted,13,180,3.0,0
2021-2022,2021,Unknown,3,Not Seen Or Left,Asthma,Not Admitted,11,48,0.8,0
2021-2022,2021,CTAS III - Urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,Less urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,Non-urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,Unknown,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0,0.0,0
2021-2022,2021,CTAS III - Urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,2687,168,2.8,0
2021-2022,2021,Less urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,1302,162,2.7,0
2021-2022,2021,Non-urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,221,138,2.3,0
2021-2022,2021,Unknown,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,75,42,0.7,0
2021-2022,2021,CTAS III - Urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,178,294,4.9,0
2021-2022,2021,Less urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,49,162,2.7,0
2021-2022,2021,Non-urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,9,252,4.2,0
2021-2022,2021,Unknown,3,Not Seen Or Left,Pneumonia,Not Admitted,9,132,2.2,0
2021-2022,2021,CTAS III - Urgent,3,Not Seen Or Left,Trauma,Not Admitted,31508,156,2.6,0
2021-2022,2021,Less urgent,3,Not Seen Or Left,Trauma,Not Admitted,25663,144,2.4,0
2021-2022,2021,Non-urgent,3,Not Seen Or Left,Trauma,Not Admitted,7735,108,1.8,0
2021-2022,2021,Unknown,3,Not Seen Or Left,Trauma,Not Admitted,2487,30,0.5,0
2021-2022,2021,CTAS III - Urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,9181,162,2.7,0
2021-2022,2021,Less urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,6302,144,2.4,0
2021-2022,2021,Non-urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,1111,129,2.15,0
2021-2022,2021,Unknown,3,Not Seen Or Left,Unintentional Falls,Not Admitted,276,48,0.8,0
2021-2022,2021,CTAS III - Urgent,3,Total,Acute Myocardial Infarction,Not Admitted,4747,552,9.2,0
2021-2022,2021,Less urgent,3,Total,Acute Myocardial Infarction,Not Admitted,457,477,7.95,0
2021-2022,2021,Non-urgent,3,Total,Acute Myocardial Infarction,Not Admitted,77,342,5.7,0
2021-2022,2021,Unknown,3,Total,Acute Myocardial Infarction,Not Admitted,127,156,2.6,0
2021-2022,2021,CTAS III - Urgent,3,Total,Any,Not Admitted,6158296,246,4.1,0
2021-2022,2021,Less urgent,3,Total,Any,Not Admitted,3783797,162,2.7,0
2021-2022,2021,Non-urgent,3,Total,Any,Not Admitted,1244721,114,1.9,0
2021-2022,2021,Unknown,3,Total,Any,Not Admitted,118157,84,1.4,0
2021-2022,2021,CTAS III - Urgent,3,Total,Asthma,Not Admitted,18229,198,3.3,0
2021-2022,2021,Less urgent,3,Total,Asthma,Not Admitted,6244,138,2.3,0
2021-2022,2021,Non-urgent,3,Total,Asthma,Not Admitted,1300,114,1.9,0
2021-2022,2021,Unknown,3,Total,Asthma,Not Admitted,229,96,1.6,0
2021-2022,2021,CTAS III - Urgent,3,Total,Influenzal Pneumonia,Not Admitted,37,354,5.9,0
2021-2022,2021,Less urgent,3,Total,Influenzal Pneumonia,Not Admitted,7,258,4.3,0
2021-2022,2021,Non-urgent,3,Total,Influenzal Pneumonia,Not Admitted,0,84,1.4,0
2021-2022,2021,Unknown,3,Total,Influenzal Pneumonia,Not Admitted,0,132,2.2,0
2021-2022,2021,CTAS III - Urgent,3,Total,Motor Vehicle Collisions,Not Admitted,71093,174,2.9,0
2021-2022,2021,Less urgent,3,Total,Motor Vehicle Collisions,Not Admitted,31474,138,2.3,0
2021-2022,2021,Non-urgent,3,Total,Motor Vehicle Collisions,Not Admitted,4757,120,2.0,0
2021-2022,2021,Unknown,3,Total,Motor Vehicle Collisions,Not Admitted,742,114,1.9,0
2021-2022,2021,CTAS III - Urgent,3,Total,Pneumonia,Not Admitted,31250,318,5.3,0
2021-2022,2021,Less urgent,3,Total,Pneumonia,Not Admitted,6542,186,3.1,0
2021-2022,2021,Non-urgent,3,Total,Pneumonia,Not Admitted,1298,156,2.6,0
2021-2022,2021,Unknown,3,Total,Pneumonia,Not Admitted,309,162,2.7,0
2021-2022,2021,CTAS III - Urgent,3,Total,Trauma,Not Admitted,845132,162,2.7,0
2021-2022,2021,Less urgent,3,Total,Trauma,Not Admitted,608152,126,2.1,0
2021-2022,2021,Non-urgent,3,Total,Trauma,Not Admitted,138807,108,1.8,0
2021-2022,2021,Unknown,3,Total,Trauma,Not Admitted,10583,84,1.4,0
2021-2022,2021,CTAS III - Urgent,3,Total,Unintentional Falls,Not Admitted,350125,198,3.3,0
2021-2022,2021,Less urgent,3,Total,Unintentional Falls,Not Admitted,184302,138,2.3,0
2021-2022,2021,Non-urgent,3,Total,Unintentional Falls,Not Admitted,28690,126,2.1,0
2021-2022,2021,Unknown,3,Total,Unintentional Falls,Not Admitted,2724,102,1.7,0
2021-2022,2021,CTAS III - Urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,858,270,4.5,0
2021-2022,2021,Less urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,112,339,5.65,0
2021-2022,2021,Non-urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,19,276,4.6,0
2021-2022,2021,Unknown,3,Transferred,Acute Myocardial Infarction,Not Admitted,43,111,1.85,0
2021-2022,2021,CTAS III - Urgent,3,Transferred,Any,Not Admitted,174542,378,6.3,0
2021-2022,2021,Less urgent,3,Transferred,Any,Not Admitted,46475,306,5.1,0
2021-2022,2021,Non-urgent,3,Transferred,Any,Not Admitted,12416,222,3.7,0
2021-2022,2021,Unknown,3,Transferred,Any,Not Admitted,2175,168,2.8,0
2021-2022,2021,CTAS III - Urgent,3,Transferred,Asthma,Not Admitted,168,300,5.0,0
2021-2022,2021,Less urgent,3,Transferred,Asthma,Not Admitted,44,231,3.85,0
